Topic,Sub topic,Query name,Internal ID,Query
Competitors death related events,Stryker,English,E326D30B514911EDB876D8C497554706,"((stryker) NEAR/9 (""responsible for"" OR ""responsible of"" OR patient OR patients OR relative* OR man OR men OR woman OR women OR kid OR kids OR child OR children OR teenager OR husband OR wife OR boy OR boys OR girl OR girls OR son OR daughter OR father OR mother OR dad OR mom OR friend) NEAR/9 (death OR died OR die OR dies OR dead OR deced* OR ""passed away"" OR deceased OR decesed OR demise OR passed OR passing OR (lost NEAR/1 (my OR his OR her OR our OR your OR their)) OR ""the loss"")) NOT (trends* OR NYSE OR stock* OR value OR share OR shareholder* OR ""share holder*"" OR bid OR forecast* OR financ* OR Benchmar* OR profits OR valeur OR bourse OR ""wall street"" OR mercado OR mercato OR super_stryker OR ""mortal kombat"" OR mortalkombat* OR ejercito* OR soldad* OR predator* OR R6 OR rainbow6 OR ""rainbow 6"" OR gun OR gunporn* OR trigger*)"
Competitors death related events,Wright Medical,English,F5207D81784811EC8859D8C497B5E93E,"((""wright medical"" OR wrightmedical*) NEAR/9 (""responsible for"" OR ""responsible of"" OR patient OR patients OR relative* OR man OR men OR woman OR women OR kid OR kids OR child OR children OR teenager OR husband OR wife OR boy OR boys OR girl OR girls OR son OR daughter OR father OR mother OR dad OR mom OR friend) NEAR/9 (death OR died OR die OR dies OR dead OR deced* OR ""passed away"" OR deceased OR decesed OR demise OR passed OR passing OR (lost NEAR/1 (my OR his OR her OR our OR your OR their)) OR ""the loss"")) NOT (trends* OR NYSE OR stock* OR value OR share OR shareholder* OR ""share holder*"" OR bid OR forecast* OR financ* OR Benchmar* OR profits OR valeur OR bourse OR ""wall street"" OR mercado OR mercato OR super_stryker OR ""mortal kombat"" OR mortalkombat* OR ejercito* OR soldad* OR predator* OR R6 OR rainbow6 OR ""rainbow 6"" OR gun OR gunporn* OR trigger*)"
Competitors death related events,Zimmer Biomets,English,F2ED898D784811EC978AD8C497D0D2A9,"((""zimmer biomet"" OR zimmerbiomet*) NEAR/9 (""responsible for"" OR ""responsible of"" OR patient OR patients OR relative* OR man OR men OR woman OR women OR kid OR kids OR child OR children OR teenager OR husband OR wife OR boy OR boys OR girl OR girls OR son OR daughter OR father OR mother OR dad OR mom OR friend) NEAR/9 (death OR died OR die OR dies OR dead OR deced* OR ""passed away"" OR deceased OR decesed OR demise OR passed OR passing OR (lost NEAR/1 (my OR his OR her OR our OR your OR their)) OR ""the loss"")) NOT (trends* OR NYSE OR stock* OR value OR share OR shareholder* OR ""share holder*"" OR bid OR forecast* OR financ* OR Benchmar* OR profits OR valeur OR bourse OR ""wall street"" OR mercado OR mercato OR super_stryker OR ""mortal kombat"" OR mortalkombat* OR ejercito* OR soldad* OR predator* OR R6 OR rainbow6 OR ""rainbow 6"" OR gun OR gunporn* OR trigger*)"
Elbow Joint,Latitude Elbow Prosthesis & Latitude EV,filterset,3FCD0034784911EC9ADCD8C497554706,"""latitude elbow prosthesis"" OR ""latitudeelbowprosthesis"""
Elbow Joint,MoPyC,filterset,3080A194784911EC9ADCD8C497554706,"(mopyc OR ""Mo pyc"") AND (stryker OR wright*)"
External Fixation,Dynamic Joint Distactor,English,F6E6C9F5784811EC8859D8C497B5E93E,"(""dynamic joint distractor"" OR ((""joint distractor"") NEAR/9 (""external fixation"" OR DJD OR ulna OR articular OR frame OR hinge OR ""joint distraction"" OR hoffmann))) NOT (trends* OR finance OR NYSE OR stock* OR value OR share OR shareholder* OR ""share holder*"" OR bid OR forecast* OR mercato OR financ* OR invest* OR Benchmar* OR profits OR market OR markets OR marché OR valeur OR bourse OR ""wall street"" OR mercado OR mercato OR super_stryker OR ""mortal kombat"" OR mortalkombat* OR ejercito* OR soldad* OR predator* OR R6 OR rainbow6 OR ""rainbow 6"" OR gun OR gunporn* OR trigger* OR armored)"
External Fixation,Dynamic Joint Distactor,French,F6D781B0784811EC9ADCD8C497554706,"(""dynamic joint distractor"" OR ((""joint distractor"") NEAR/9 (""fixation"" OR DJD OR cubitus OR articulaire* OR frame OR support OR charniere OR hoffmann))) NOT (trends* OR finance OR NYSE OR stock* OR value OR share OR shareholder* OR ""share holder*"" OR bid OR forecast* OR mercato OR financ* OR invest* OR Benchmar* OR profits OR market OR markets OR marché OR valeur OR bourse OR ""wall street"" OR mercado OR mercato OR super_stryker OR ""mortal kombat"" OR mortalkombat* OR ejercito* OR soldad* OR predator* OR R6 OR rainbow6 OR ""rainbow 6"" OR gun OR gunporn* OR trigger*)"
External Fixation,Dynamic Joint Distactor,German,F6E245BB784811EC978AD8C497D0D2A9,"(""dynamic joint distractor"" OR ((""joint distractor"") NEAR/9 (""fixateur externe"" OR ""äußere fixierung"" OR ""externe fixierung"" OR ""djd"" OR ""ulna"" OR ""artikulär"" OR ""rahmen"" OR ""scharnier"" OR ""gelenkdistraktion"" OR ""hoffmann""))) NOT (trends* OR finance OR NYSE OR stock* OR value OR share OR shareholder* OR ""share holder*"" OR bid OR forecast* OR mercato OR financ* OR invest* OR Benchmar* OR profits OR market OR markets OR marché OR valeur OR bourse OR ""wall street"" OR mercado OR mercato OR super_stryker OR ""mortal kombat"" OR mortalkombat* OR ejercito* OR soldad* OR predator* OR R6 OR rainbow6 OR ""rainbow 6"" OR gun OR gunporn* OR trigger*)"
External Fixation,Dynamic Joint Distactor,Italian,F6EFEA3A784811ECBCE5D8C497B5E817,"""Distrattore articolare Dinamico"" OR ((""Distrattore articolare"" OR ""Distrattore dinamico"") NEAR/9 (stryker OR ""cúbito "" OR ""articular"" OR ""fixador externo"" OR ""articulação"" OR ""dobradiça"" OR ""distração articular"" OR ""hoffmann""))"
External Fixation,Dynamic Joint Distactor,Portuguese,F6EB0D15784811EC9ADCD8C497554706,"(""Distractor de Articulações Dinâmico"" OR ""distractor articular dinamico"" OR ""distractor articular"" OR ""Distractor dinamico"") NEAR/9 (stryker OR ""cúbito "" OR ""articular"" OR ""fixador externo"" OR ""articulação"" OR ""dobradiça"" OR ""distração articular"" OR ""hoffmann"")"
External Fixation,Dynamic Joint Distactor,Spanish,F6DCD968784811ECBCE5D8C497B5E817,"(""dynamic joint distractor"" OR ((""joint distractor"") NEAR/9 (""fijación externa"" OR ""djd"" OR ""ulna"" OR ""articular"" OR ""marco"" OR ""articulación"" OR ""distracción articular"" OR ""hoffmann""))) NOT (trends* OR finance OR NYSE OR stock* OR value OR share OR shareholder* OR ""share holder*"" OR bid OR forecast* OR mercato OR financ* OR invest* OR Benchmar* OR profits OR market OR markets OR marché OR valeur OR bourse OR ""wall street"" OR mercado OR mercato OR super_stryker OR ""mortal kombat"" OR mortalkombat* OR ejercito* OR soldad* OR predator* OR R6 OR rainbow6 OR ""rainbow 6"" OR gun OR gunporn* OR trigger*)"
External Fixation,Hoffmann,English,1384B0300A0711EA9BD3A4BF010A3E06,"(hoffmann NEAR/9 (stryker OR ""open fracture"" OR ""unstable fracture"" OR ""external fixation"" OR ""tibial frame"" OR ""ankle frame"" OR ""femur frame"" OR ""knee frame"" OR ""pelvic frame"" OR ""bone frame"" OR ""long bones"" OR ""external fixation"" OR externalfixation)) NOT (((trends* OR finance OR NYSE OR stock* OR value OR share OR shareholder* OR ""share holder*"" OR bid OR forecast* OR mercato OR financ* OR invest* OR Benchmar* OR profits OR market OR markets OR marché OR valeur OR bourse OR ""wall street"" OR mercado OR mercato OR super_stryker OR ""mortal kombat"" OR mortalkombat* OR ejercito* OR soldad* OR predator* OR R6 OR rainbow6 OR ""rainbow 6"" OR gun OR gunporn* OR trigger* OR armored OR ""F hoffmann"" OR ""F. hoffmann"" OR ""Hoffmann-la Roche"" OR ""Hoffmann la Roche"" OR ""hoffmann III"" OR hoffmannIII OR ""hoffmann 3"" OR hoffmann3 OR ""hofmann III"" OR hofmannIII OR ""hofmann 3"" OR hofmann3 OR ""hofmann III"" OR hofmannIII OR ""hofmann 3"" OR hofmann3)) OR ((""hoffmann II"" OR hoffmannII OR ""hoffmann 2"" OR hoffmann2 OR ""hofmann II"" OR hofmannII OR ""hofmann 2"" OR hofmann2 OR ""hofmann II"" OR hofmannII OR ""hofmann 2"" OR hofmann2)) OR (""korn ferry"" OR lionvape OR orcas OR ""rod stryker"" OR Mosasaurus OR ""hot rod"" OR holocaust OR frohburg OR woodpecker OR ""fuzzy mystery"" OR ""Michael Hoffmann"" OR ""Laurent Hoffmann"" OR ""rod-stryker"" OR ayurveda OR ""raid weapon*"" OR grenade OR sword OR platoon OR ""auto tuning"" OR blade OR ""pocket knife"" OR yamaha OR ""firing pin"" OR ""tvs stryker"" OR ahamkara OR ""hunter boat"" OR ""hand cannon"" OR destiny2 OR ""squad leader "" OR ""powder coating"" OR ""major stryker"" OR ""hammerhead frame"" OR ""kindled orchid"" OR ""stryker QAD"" OR ""stock barrel"" OR ""tippmann raider"" OR ""forge frame"" OR peavey OR digitech OR ""william stryker"" OR helix OR guitar OR ""@jake_hoffmann2"" OR ""meghan_hoffmann2"" OR ""jonathan hoffmann"" OR ""F hoffmann""))"
External Fixation,Hoffmann,French,3EC55CDE0A0211EA957D001E67ED2306,"(hoffmann NEAR/9 (stryker OR ""fracture ouverte"" OR ""fractures ouvertes"" OR ""fracture instable"" OR ""fractures instables"" OR ""fixation externe"" OR ""Fixateur externe"" OR ""structure à tige*"" OR ""tibial plateau"" OR ""fixateur externe tibia"" OR ""fixateur de cheville"" OR ""fixateur externe fémur"" OR ""fixateur externe genou"" OR ""fixateur pelvien"" OR ""Pelvienne Fixateur"" OR ""fixation externe du bassin"" OR ""os fixateur"" OR ""fixateur d'os"")) NOT (((trends* OR finance OR NYSE OR stock* OR value OR share OR shareholder* OR ""share holder*"" OR bid OR forecast* OR mercato OR financ* OR invest* OR Benchmar* OR profits OR market OR markets OR marché OR valeur OR bourse OR ""wall street"" OR mercado OR mercato OR super_stryker OR ""mortal kombat"" OR mortalkombat* OR ejercito* OR soldad* OR predator* OR R6 OR rainbow6 OR ""rainbow 6"" OR gun OR gunporn* OR trigger* OR ""F hoffmann"" OR ""F. hoffmann"" OR ""Hoffmann-la Roche"" OR ""Hoffmann la Roche"" OR ""hoffmann III"" OR hoffmannIII OR ""hoffmann 3"" OR hoffmann3 OR ""hofmann III"" OR hofmannIII OR ""hofmann 3"" OR hofmann3 OR ""hofmann III"" OR hofmannIII OR ""hofmann 3"" OR hofmann3)) OR ((""hoffmann II"" OR hoffmannII OR ""hoffmann 2"" OR hoffmann2 OR ""hofmann II"" OR hofmannII OR ""hofmann 2"" OR hofmann2 OR ""hofmann II"" OR hofmannII OR ""hofmann 2"" OR hofmann2)) OR (""korn ferry"" OR lionvape OR orcas OR ""rod stryker"" OR Mosasaurus OR ""hot rod"" OR holocaust OR frohburg OR woodpecker OR ""fuzzy mystery"" OR ""Michael Hoffmann"" OR ""Laurent Hoffmann"" OR ""rod-stryker"" OR ayurveda OR ""raid weapon*"" OR grenade OR sword OR platoon OR ""auto tuning"" OR blade OR ""pocket knife"" OR yamaha OR ""firing pin"" OR ""tvs stryker"" OR ahamkara OR ""hunter boat"" OR ""hand cannon"" OR destiny2 OR ""squad leader "" OR ""powder coating"" OR ""major stryker"" OR ""hammerhead frame"" OR ""kindled orchid"" OR ""stryker QAD"" OR ""stock barrel"" OR ""tippmann raider"" OR ""forge frame"" OR peavey OR digitech OR ""william stryker"" OR helix OR guitar OR ""@jake_hoffmann2"" OR ""meghan_hoffmann2"" OR ""jonathan hoffmann"" OR ""F hoffmann""))"
External Fixation,Hoffmann,German,9B9A7DB267AE11EAA310001E67ED461E,"(""hoffmann"" NEAR/9 (""stryker"" OR ""offene fraktur"" OR ""instabile fraktur"" OR ""fixateur externe"" OR ""äußere fixierung"" OR ""externe fixierung"" OR ""scheinbeinrahmen"" OR ""tibiarahmen"" OR ""tibia rahmen"" OR ""knöchel-rahmen"" OR ""oberschenkelknochen-rahmen"" OR ""femur-rahmen"" OR ""knie-rahmen"" OR ""becken-rahmen"" OR ""knochengerüst"" OR ""lange knochen"" OR ""langknochen"" OR ""fixateur externe"" OR ""äußere fixierung"" OR ""externe fixierung"" OR ""fixateur externe"" OR ""äußere fixierung"" OR ""externe fixierung"")) NOT (((trends* OR finance OR NYSE OR stock* OR value OR share OR shareholder* OR ""share holder*"" OR bid OR forecast* OR mercato OR financ* OR invest* OR Benchmar* OR profits OR market OR markets OR marché OR valeur OR bourse OR ""wall street"" OR mercado OR mercato OR super_stryker OR ""mortal kombat"" OR mortalkombat* OR ejercito* OR soldad* OR predator* OR R6 OR rainbow6 OR ""rainbow 6"" OR gun OR gunporn* OR trigger* OR ""Hoffmann-la Roche"" OR ""Hoffmann la Roche"" OR ""hoffmann iii"" OR ""hoffmanniii"" OR ""hoffmann 3"" OR ""hoffmann3"" OR ""hofmann iii"" OR ""hofmanniii"" OR ""hofmann 3"" OR ""hofmann3"" OR ""hofmann iii"" OR ""hofmanniii"" OR ""hofmann 3"" OR ""hofmann3"")) OR ((""hoffmann ii"" OR ""hoffmannii"" OR ""hoffmann 2"" OR ""hoffmann2"" OR ""hofmann ii"" OR ""hofmannii"" OR ""hofmann 2"" OR ""hofmann2"" OR ""hofmann ii"" OR ""hofmannii"" OR ""hofmann 2"" OR ""hofmann2"")) OR (""korn ferry"" OR ""lionvape"" OR ""orcas"" OR ""rod stryker"" OR ""mosasaurus"" OR ""heißer stab"" OR ""hotrod"" OR ""hot rod"" OR ""holocaust"" OR ""frohburg"" OR ""specht"" OR ""woodpecker"" OR ""fuzzy mystery"" OR ""michael hoffmann"" OR ""laurent hoffmann"" OR ""rod-stryker"" OR ""ayurveda"" OR ""ayurweda"" OR ""überfallwaffe*"" OR ""granate"" OR ""schwert"" OR ""platoon"" OR ""auto-tuning"" OR ""klinge"" OR ""taschenmesser"" OR ""yamaha"" OR ""schlagbolzen"" OR ""tvs stryker"" OR ""ahamkara"" OR ""jägerboot"" OR ""handkanone"" OR ""schicksal2"" OR ""truppenführer"" OR ""pulverbeschichtung"" OR ""großer stryker"" OR ""hammerkopf-rahmen"" OR ""angezündete orchidee"" OR ""stryker qad"" OR ""fass auf lager"" OR ""tippmann-räuber"" OR ""schmiede-rahmen"" OR ""peavey"" OR ""digitech"" OR ""william stryker"" OR ""helix"" OR ""gitarre"" OR ""@jake_hoffmann2"" OR ""meghan_hoffmann2"" OR ""bonestabilisierung"" OR ""jonathan hoffmann""))"
External Fixation,Hoffmann,Italian,D583DDB90EEA11EB8B72D8C497554706,"(hoffmann NEAR/9 (stryker OR ""frattura esposta"" OR ""frattura instabile"" OR ""fissazione esterna"" OR ""fissazioneesterna"" OR ""perni"" OR ""perno"" OR ""costruzion* dell'asta"" OR ""telaio tibiale"" OR ""telaio della caviglia"" OR ""telaio per caviglia"" OR ""telaio del femore"" OR ""telaio del ginocchio"" OR ""ginocchio-telaio"" OR ""telaio pelvico"" OR ""telaio osseo"")) NOT (((trends* OR finance OR NYSE OR stock* OR value OR share OR shareholder* OR ""share holder*"" OR bid OR forecast* OR mercato OR financ* OR invest* OR Benchmar* OR profits OR market OR markets OR marché OR valeur OR bourse OR ""wall street"" OR mercado OR mercato OR super_stryker OR ""mortal kombat"" OR mortalkombat* OR ejercito* OR soldad* OR predator* OR R6 OR rainbow6 OR ""rainbow 6"" OR gun OR gunporn* OR trigger* OR ""F hoffmann"" OR ""F. hoffmann"" OR ""Hoffmann-la Roche"" OR ""Hoffmann la Roche"" OR ""hoffmann III"" OR hoffmannIII OR ""hoffmann 3"" OR hoffmann3 OR ""hofmann III"" OR hofmannIII OR ""hofmann 3"" OR hofmann3 OR ""hofmann III"" OR hofmannIII OR ""hofmann 3"" OR hofmann3)) OR ((""hoffmann II"" OR hoffmannII OR ""hoffmann 2"" OR hoffmann2 OR ""hofmann II"" OR hofmannII OR ""hofmann 2"" OR hofmann2 OR ""hofmann II"" OR hofmannII OR ""hofmann 2"" OR hofmann2)) OR (""korn ferry"" OR lionvape OR orcas OR ""rod stryker"" OR Mosasaurus OR ""hot rod"" OR holocaust OR frohburg OR woodpecker OR ""fuzzy mystery"" OR ""Michael Hoffmann"" OR ""Laurent Hoffmann"" OR ""rod-stryker"" OR ayurveda OR ""raid weapon*"" OR grenade OR sword OR platoon OR ""auto tuning"" OR blade OR ""pocket knife"" OR yamaha OR ""firing pin"" OR ""tvs stryker"" OR ahamkara OR ""hunter boat"" OR ""hand cannon"" OR destiny2 OR ""squad leader "" OR ""powder coating"" OR ""major stryker"" OR ""hammerhead frame"" OR ""kindled orchid"" OR ""stryker QAD"" OR ""stock barrel"" OR ""tippmann raider"" OR ""forge frame"" OR peavey OR digitech OR ""william stryker"" OR helix OR guitar OR ""@jake_hoffmann2"" OR ""meghan_hoffmann2"" OR ""jonathan hoffmann"" OR ""F hoffmann""))"
External Fixation,Hoffmann,Portuguese,CC1DC0750EEA11EBAE16D8C497B5E93E,"(hoffmann NEAR/9 (""fratura aberta"" OR ""fratura exposta"" OR ""fratura instável"" OR ""fixacao externa"" OR ""construc* de haste*"" OR ""fixador externo tíbial"" OR ""fixador externo tornozelo"" OR ""fixador externo do tornozelo"" OR ""fixador externo do femur"" OR ""fixador externo femur"" OR ""fixador externo joelho"" OR ""fixador externo do joelho"" OR ""fixador externo pélvico"" OR ""fixador externo osseo"")) NOT (((trends* OR finance OR NYSE OR stock* OR value OR share OR shareholder* OR ""share holder*"" OR bid OR forecast* OR mercato OR financ* OR invest* OR Benchmar* OR profits OR market OR markets OR marché OR valeur OR bourse OR ""wall street"" OR mercado OR mercato OR super_stryker OR ""mortal kombat"" OR mortalkombat* OR ejercito* OR soldad* OR predator* OR R6 OR rainbow6 OR ""rainbow 6"" OR gun OR gunporn* OR trigger* OR ""F hoffmann"" OR ""F. hoffmann"" OR ""Hoffmann-la Roche"" OR ""Hoffmann la Roche"" OR ""hoffmann III"" OR hoffmannIII OR ""hoffmann 3"" OR hoffmann3 OR ""hofmann III"" OR hofmannIII OR ""hofmann 3"" OR hofmann3 OR ""hofmann III"" OR hofmannIII OR ""hofmann 3"" OR hofmann3)) OR ((""hoffmann II"" OR hoffmannII OR ""hoffmann 2"" OR hoffmann2 OR ""hofmann II"" OR hofmannII OR ""hofmann 2"" OR hofmann2 OR ""hofmann II"" OR hofmannII OR ""hofmann 2"" OR hofmann2)) OR (""korn ferry"" OR lionvape OR orcas OR ""rod stryker"" OR Mosasaurus OR ""hot rod"" OR holocaust OR frohburg OR woodpecker OR ""fuzzy mystery"" OR ""Michael Hoffmann"" OR ""Laurent Hoffmann"" OR ""rod-stryker"" OR ayurveda OR ""raid weapon*"" OR grenade OR sword OR platoon OR ""auto tuning"" OR blade OR ""pocket knife"" OR yamaha OR ""firing pin"" OR ""tvs stryker"" OR ahamkara OR ""hunter boat"" OR ""hand cannon"" OR destiny2 OR ""squad leader "" OR ""powder coating"" OR ""major stryker"" OR ""hammerhead frame"" OR ""kindled orchid"" OR ""stryker QAD"" OR ""stock barrel"" OR ""tippmann raider"" OR ""forge frame"" OR peavey OR digitech OR ""william stryker"" OR helix OR guitar OR ""@jake_hoffmann2"" OR ""meghan_hoffmann2"" OR ""jonathan hoffmann"" OR ""F hoffmann""))"
External Fixation,Hoffmann,Spanish,9151E50267AE11EAA310001E67ED461E,"(""hoffmann"" NEAR/9 (""stryker"" OR ""fractura abierta"" OR ""fractura inestable"" OR ""fijación externa"" OR  ""construcciones de barras"" OR ""marco tibial"" OR ""marco del tobillo"" OR ""marco de fémur"" OR ""marco femoral"" OR ""marco de la rodilla"" OR ""marco pélvico"" OR ""marco óseo"" OR ""huesos largos"" OR ""pelvis"" OR ""fijación externa"" OR ""fijación externa"")) NOT (((trends* OR finance OR NYSE OR stock* OR value OR share OR shareholder* OR ""share holder*"" OR bid OR forecast* OR mercato OR financ* OR invest* OR Benchmar* OR profits OR market OR markets OR marché OR valeur OR bourse OR ""wall street"" OR mercado OR mercato OR super_stryker OR ""mortal kombat"" OR mortalkombat* OR ejercito* OR soldad* OR predator* OR R6 OR rainbow6 OR ""rainbow 6"" OR gun OR gunporn* OR trigger* OR ""Hoffmann-la Roche"" OR ""Hoffmann la Roche"" OR ""hoffmann iii"" OR ""hoffmanniii"" OR ""hoffmann 3"" OR ""hoffmann3"" OR ""hofmann iii"" OR ""hofmanniii"" OR ""hofmann 3"" OR ""hofmann3"" OR ""hofmann iii"" OR ""hofmanniii"" OR ""hofmann 3"" OR ""hofmann3"")) OR ((""hoffmann ii"" OR ""hoffmannii"" OR ""hoffmann 2"" OR ""hoffmann2"" OR ""hofmann ii"" OR ""hofmannii"" OR ""hofmann 2"" OR ""hofmann2"" OR ""hofmann ii"" OR ""hofmannii"" OR ""hofmann 2"" OR ""hofmann2"")) OR (""korn ferry"" OR ""lionvape"" OR ""orcas"" OR ""rod stryker"" OR ""mosasaurus"" OR ""hot rod"" OR ""holocausto"" OR ""frohburg"" OR ""pájaro carpintero"" OR ""misterio borroso"" OR ""michael hoffmann"" OR ""laurent hoffmann"" OR ""rod-stryker"" OR ""ayurveda"" OR ""arma de ataque*"" OR ""granada"" OR ""espada"" OR ""pelotón"" OR ""sintonización automática"" OR ""espada"" OR ""cuchillo de bolsillo"" OR ""yamaha"" OR ""percutor"" OR ""tvs stryker"" OR ""ahamkara"" OR ""barco cazador"" OR ""cañón de mano"" OR ""destiny2"" OR ""líder de escuadrón"" OR ""recubrimiento en polvo"" OR ""major stryker"" OR ""marco de cabeza de martillo"" OR ""orquídea encendida"" OR ""stryker qad"" OR ""barril de valores"" OR ""asaltante tippmann"" OR ""marco de forja"" OR ""peavey"" OR ""digitech"" OR ""william stryker"" OR ""hélice"" OR ""guitarra"" OR ""@jake_hoffmann2"" OR ""meghan_hoffmann2"" OR ""estabilizaciónósea"" OR ""jonathan hoffmann""))"
